NAMA BAHAN,Air (g),Energi (kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),Abu (g),Kalsium (mg),Fosfor (mg),Besi (mg),Natrium (mg),Kalium (mg),Tembaga (mg),Seng (mg) ,Retinol (mcg),B-Kar (mcg),Kar-Total (mcg),Thiamin (mg),Riboflavin (mg),Niasin (mg),Vitamin C,BDD (%)
Kadada katembe,80.0,110,4.5,6.9,7.1,3.9,1.5,26,77,0.0,178.0,131.0,0.2,0.7,0,46,0.0,0.1,0.0,3.7,23,100.0
"Kaparende, sayur",91.7,38,2.4,2.0,2.6,1.5,1.3,126,68,0.0,170.0,43.0,0.0,0.3,0,40,0.0,0.1,0.0,3.7,22,100.0
"Karedok, sayur",79.0,92,2.2,3.3,14.1,1.4,1.4,174,85,2.4,0.0,0.0,0.0,0.0,0,0,1.0,0.08,0.0,0.0,3,100.0
Keripik bayam,2.3,586,4.9,40.6,50.2,0.5,1.9,236,117,3.6,0.0,0.0,0.0,0.0,0,0,4544.0,0.16,0.0,0.0,0,100.0
Kotiu hinela tawang nggole,88.4,46,2.2,1.5,6.0,3.8,1.9,64,44,0.0,316.0,103.0,1.6,0.8,0,75,0.0,0.3,0.0,9.7,7,100.0
Lema/ Rebung asam,96.3,15,1.0,0.4,1.9,0.0,0.4,17,230,2.9,3.0,156.0,0.1,0.7,0,0,0.0,0.3,0.0,0.0,0,100.0
Lilin bungkus gedi,84.8,79,2.3,5.2,5.8,2.5,1.9,170,70,0.9,170.0,50.0,0.2,0.8,0,0,0.0,0.2,0.1,0.0,18,100.0
Olah-olah,83.9,9,2.1,6.0,7.1,4.4,0.9,26,3,1.2,289.0,266.0,0.3,0.6,0,36,0.0,0.2,0.1,0.4,0,100.0
Paku hinela wulelenggapaya,83.4,77,3.5,4.6,5.4,3.6,3.1,63,85,0.0,469.0,37.0,0.3,0.7,0,55,0.0,0.8,0.1,0.2,4,100.0
Pelecing kangkung,83.8,75,2.5,2.8,10.0,5.4,0.9,36,3,2.1,408.0,381.0,0.1,0.4,0,870,0.0,0.7,0.0,0.2,12,100.0
Purundawa,91.8,25,1.5,0.5,3.6,1.7,2.6,147,39,0.0,239.0,201.0,0.1,0.6,0,55,0.0,0.1,0.1,11.6,2,100.0
Rujak cingur,70.1,153,11.3,8.4,8.0,1.4,1.4,256,143,4.4,0.0,0.0,0.0,0.0,18,0,2880.0,0.16,0.0,0.0,2,100.0
Sayur asem,93.2,29,0.7,0.6,5.0,0.6,0.8,40,61,3.1,0.0,0.0,0.0,0.0,14,0,2075.0,0.1,0.0,0.0,0,100.0
Sayur bunga pepaya,83.4,49,1.7,0.3,9.8,2.7,2.1,220,220,1.3,90.0,350.0,0.1,0.1,0,372,0.0,0.0,0.1,0.0,0,100.0
Sayur garu,70.8,178,2.6,13.9,10.6,8.4,2.1,30,130,0.9,20.0,120.0,0.1,0.3,0,0,0.0,0.2,0.1,0.0,9,100.0
Sayur kohu-kohu,72.8,133,7.3,6.6,11.2,1.2,2.1,40,120,0.2,20.0,50.0,0.1,0.3,0,944,0.0,0.2,0.2,0.0,9,100.0
Sayur lilin-terubuk,90.4,36,2.7,0.7,4.8,1.4,1.4,10,90,0.1,30.0,44.0,0.2,1.0,0,0,0.0,0.3,0.2,0.0,18,100.0
Sayur ndusuk,87.5,49,3.1,2.5,3.6,0.0,3.1,11,6,0.5,1011.0,88.0,0.0,0.2,0,0,0.0,0.2,0.1,0.0,15,100.0
Sayur sop,92.7,27,1.3,2.0,1.0,0.3,2.7,168,57,1.8,0.0,0.0,0.0,0.0,20,0,2569.0,0.1,0.0,0.0,0,100.0
Sayur umbut kelapa,85.5,67,5.2,2.9,5.1,1.4,1.3,48,81,3.2,313.0,108.0,0.2,1.1,0,21,0.0,0.2,0.0,0.0,5,100.0
Sayur umbut rotan,87.6,57,5.4,2.6,3.1,1.6,1.3,184,135,1.2,256.0,81.0,0.2,0.9,0,18,0.0,0.2,0.0,0.0,6,100.0
Shabu-shabu,87.1,88,3.2,8.0,0.8,0.9,0.9,217,48,2.9,514.0,0.0,0.0,0.0,82,0,2000.0,0.2,0.0,0.0,0,100.0
Semur jengkol,52.7,212,6.0,10.0,29.1,0.0,2.2,77,99,1.0,0.0,0.0,0.0,0.0,0,0,81.0,0.14,0.0,0.0,4,100.0
Tinira ninahu nggaluku,91.8,33,1.2,1.3,4.1,3.1,1.5,35,35,0.0,161.0,119.0,0.2,0.7,0,6,0.0,0.3,0.0,3.5,10,100.0
Tumis bayam bersantan,91.2,48,1.4,4.2,2.6,0.5,0.6,129,27,0.8,0.0,0.0,0.0,0.0,0,0,2988.0,0.01,0.0,0.0,22,100.0
Waluh balamak,89.4,45,0.8,0.9,8.1,7.9,1.0,25,25,0.5,61.0,15.0,0.0,0.2,0,1241,0.0,0.2,0.0,0.1,2,100.0
Woku ubi,73.0,143,3.1,7.8,15.0,7.0,1.1,195,91,2.8,353.0,256.0,0.3,1.0,0,1519,0.0,0.1,0.0,0.0,15,100.0
"Alpukat, segar",84.3,85,0.9,6.5,7.7,0.0,0.6,10,20,0.9,2.0,278.0,0.2,0.4,0,189,180.0,0.05,0.08,1.0,13,61.0
"Anggur hutan, segar",92.3,30,0.5,0.2,6.8,1.2,0.2,39,12,1.1,0.0,0.0,0.0,0.0,0,0,1.0,0.01,0.0,0.0,3,100.0
"Apel malang, segar",85.9,57,0.5,0.4,12.8,0.8,0.3,9,18,0.6,3.6,175.4,110.2,0.0,0,26,2240.0,0.05,0.03,0.1,5,88.0
"Apel, segar",84.1,58,0.3,0.4,14.9,2.6,0.3,6,10,0.3,2.0,130.0,124.2,0.3,0,30,90.0,0.04,0.03,0.1,5,88.0
"Arbai, segar",89.9,37,0.8,0.5,8.3,0.0,0.5,28,27,0.8,1.95,43.0,63.5,18.9,0,2,60.0,0.03,0.0,0.1,60,96.0
"Belimbing, segar",90.0,36,0.4,0.4,8.8,3.2,0.4,4,12,1.1,4.0,130.0,0.0,0.1,0,29,170.0,0.03,0.0,0.0,35,86.0
"Biwah, segar",87.1,51,0.3,0.1,12.1,0.7,0.5,220,14,0.8,1.0,258.6,0.0,0.0,0,0,12256.0,0.1,0.02,0.0,4,66.0
"Buah atung, segar",92.0,23,0.8,0.2,5.2,0.0,1.8,30,50,4.6,0.0,0.0,0.0,0.0,0,0,0.0,0.29,0.0,0.0,38,80.0
"Buah kelenting, segar",73.9,110,1.4,2.1,21.4,0.0,1.2,8,102,1.1,2.0,0.0,0.3,0.9,0,0,0.0,0.2,0.1,0.0,6,77.0
"Buah kom, segar",33.7,264,4.0,1.1,59.6,9.0,1.7,306,92,0.8,0.0,0.0,0.0,0.0,0,0,400.0,0.11,0.0,0.0,9,100.0
"Buah mentega
(Bisbul), segar",89.0,39,0.7,0.2,9.7,2.0,0.4,43,17,0.8,1.0,90.0,0.1,0.1,0,141,55.0,0.02,0.01,0.1,33,50.0
"Buah Naga Merah,
segar",85.7,71,1.7,3.1,9.1,3.2,0.4,13,14,0.4,10.0,128.0,0.0,0.4,0,0,0.0,0.5,0.3,0.5,1,66.5
"Buah Naga Putih,
segar",86.6,56,0.8,1.0,10.9,3.2,0.6,13,27,0.5,7.0,231.0,0.0,0.4,0,0,0.0,0.02,0.5,0.9,1,73.6
"Buah negri, segar",85.7,55,1.2,0.1,12.2,5.2,0.8,30,40,0.2,10.0,0.0,0.1,0.3,0,460,0.0,0.33,0.03,0.1,9,48.0
"Buah nona, segar",71.5,101,1.7,0.6,25.2,2.8,1.0,27,20,0.8,5.0,312.5,325.7,0.1,0,49,0.0,0.08,0.16,0.9,22,58.0
"Buah rotan, segar",79.4,78,0.6,0.3,18.2,0.0,1.5,1,7,3.4,7.0,495.0,0.3,0.7,0,0,0.0,0.12,0.0,0.0,5,0.0
"Buah rukam, segar",71.3,113,0.8,0.3,26.8,7.7,0.8,108,52,1.2,2.0,219.0,0.3,0.9,0,17,0.0,0.06,0.01,0.0,20,100.0
"Buah ruruhi, segar",93.0,29,2.1,0.7,3.6,2.6,0.3,6,7,0.0,36.0,45.0,0.0,0.1,0,7,0.0,0.06,0.01,0.0,10,82.0
"Buah tuppa, segar",82.5,67,0.4,0.2,15.9,0.0,1.0,12,139,0.5,2.0,0.0,0.2,0.5,0,0,0.0,0.04,0.01,0.0,5,0.0
"Carica papaya, segar",93.4,24,1.9,0.2,3.7,1.0,0.9,51,33,1.8,0.0,0.0,0.0,0.0,0,0,1000.0,0.32,0.07,0.0,85,60.0
"Cempedak, segar",67.0,116,3.0,0.4,28.6,3.4,1.0,20,30,1.5,25.0,243.7,0.0,0.0,0,79,200.0,0.0,0.0,0.5,15,30.0
"Duku, segar",82.0,63,1.0,0.2,16.1,4.3,0.7,18,9,0.9,2.0,149.0,0.1,0.2,0,0,0.0,0.05,0.15,1.5,9,64.0
"Durian, segar",65.0,134,2.5,3.0,28.0,3.5,8.0,7,44,1.3,1.0,601.0,0.1,0.3,0,146,175.0,0.1,0.19,136.5,53,22.0
"Duwet, segar",80.2,80,0.5,0.6,18.2,0.9,0.5,33,138,1.3,16.0,92.7,191.3,0.3,0,329,0.0,0.02,0.01,2.5,13,67.0
"Embacang, segar",72.5,98,1.4,0.2,25.4,1.9,0.5,21,15,0.5,3.0,250.9,0.1,0.1,0,2533,1218.0,0.03,0.09,0.7,56,65.0
"Encung asam, segar",73.0,122,3.5,4.5,17.5,9.3,1.5,63,69,3.2,0.0,0.0,0.0,0.0,0,0,2357.0,0.02,0.0,0.0,0,98.0
"Erbis, segar",80.0,70,0.6,0.0,18.9,7.7,0.5,11,50,1.1,21.0,257.1,0.1,0.1,0,549,10.0,0.0,0.1,1.1,16,33.0
Gandaria masak,80.8,68,0.7,0.1,18.0,2.2,0.4,9,20,1.0,3.0,129.0,0.0,0.0,0,329,1020.0,0.03,0.07,0.7,11,70.0
"Gatep, segar",52.7,191,4.5,1.5,39.7,13.4,1.6,186,69,3.2,17.0,403.3,0.7,1.3,0,51,0.0,0.05,0.2,1.8,0,100.0
"Jambu air, segar",87.0,46,0.6,0.2,11.8,2.1,0.8,8,9,1.1,11.0,321.2,0.0,0.1,0,92,0.0,0.02,0.38,4.6,5,90.0
Jambu biji,86.0,49,0.9,0.3,12.2,2.4,0.6,14,28,1.1,10.0,52.8,0.0,0.3,0,27,25.0,0.02,0.03,0.8,87,82.0
Jambu bj putih tdk brbj,82.8,61,0.9,0.3,15.4,4.5,0.6,31,41,0.2,20.0,103.0,0.0,0.5,0,53,18.0,1.02,0.06,1.3,11,82.0
"Jambu bol, segar",87.1,49,2.3,0.2,9.6,3.5,0.8,8,8,0.3,1.0,14.0,0.0,0.0,0,92,0.0,0.13,0.01,0.5,22,67.0
"Jambu monyet, segar",82.6,64,0.7,0.6,15.8,1.2,0.3,4,13,0.5,12.0,107.8,0.0,0.0,0,1604,25.0,0.02,0.0,2.0,19,90.0
"Jeruk bali, segar",86.3,48,0.6,0.2,12.4,0.8,0.5,23,27,0.5,21.0,366.1,171.3,0.1,0,33,20.0,0.04,0.0,0.4,43,62.0
"Jeruk banjar, segar",84.5,61,0.8,0.2,14.1,5.4,0.4,9,13,0.2,3.0,79.0,0.1,0.1,0,9,0.0,0.12,0.03,0.3,31,72.0
Jeruk garut-keprok,87.3,44,0.8,0.3,10.9,1.6,0.7,33,23,0.4,5.0,518.1,169.3,0.2,0,0,420.0,0.07,0.03,0.2,31,71.0
"Jeruk Kalamansi, segar",90.2,39,0.3,0.3,8.9,2.3,0.4,42,85,0.5,3.0,82.0,0.3,0.1,0,1,0.3,0.02,0.1,0.0,30,100.0
"Jeruk manis, segar",87.2,45,0.9,0.2,11.2,1.4,0.5,33,23,0.4,4.0,472.1,160.0,0.2,0,0,190.0,0.08,0.03,0.2,49,72.0
"Jeruk nipis, segar",88.9,44,0.5,0.2,10.0,0.4,0.4,18,22,0.2,3.0,108.9,0.1,0.1,0,23,4.0,0.01,0.03,0.2,20,76.0
"Jeruk ragi, segar",87.6,49,0.7,0.2,11.1,0.5,0.4,36,67,0.7,4.0,457.3,155.0,0.2,0,0,68.0,0.03,0.03,0.2,30,59.0
"Kawista, segar",71.8,120,3.5,2.5,20.8,4.6,1.4,190,230,1.6,9.0,1015.6,308.4,0.4,0,99,0.0,0.07,0.07,0.4,3,72.0
"Kedondong masak, segar",88.0,46,1.0,0.1,10.3,2.6,0.6,15,22,2.8,2.0,216.2,0.0,0.1,0,164,233.0,0.08,0.23,0.3,30,58.0
"Kedondong, segar",87.8,47,0.5,0.2,10.4,2.7,0.6,7,58,0.8,2.0,0.0,0.0,0.2,0,167,0.0,0.07,0.04,0.4,32,58.0
"Kelapa hutan, kering",6.0,623,2.0,52.0,36.5,15.3,3.4,120,280,3.8,100.0,460.0,1.7,1.9,0,0,0.0,0.0,0.0,0.2,0,0.0
"Kelapa muda, daging,",83.3,68,1.0,0.9,14.0,0.0,0.8,7,30,1.0,17.9,564.6,0.1,0.3,0,0,0.0,0.06,0.02,0.6,4,53.0
"Kemang, segar",86.5,48,1.0,0.2,11.9,1.7,0.4,10,24,0.1,2.0,88.6,0.0,0.1,0,318,6.0,0.08,0.01,0.3,58,65.0
"Kesemek, segar",78.2,78,0.8,0.4,20.0,0.6,0.6,6,26,0.3,0.0,34.5,0.1,0.1,0,109,2710.0,0.05,0.0,0.1,11,97.0
"Kokosan, segar",85.0,86,1.6,0.2,13.0,1.4,0.2,22,38,1.3,2.0,118.3,0.1,0.2,0,0,20.0,0.04,0.04,1.5,3,64.0
"Kranji, segar",20.1,315,2.1,1.4,73.5,3.6,2.9,160,120,3.7,0.0,0.0,0.0,0.0,0,0,0.0,0.02,0.0,0.0,0,31.0
"Langsat, segar",84.1,56,0.9,0.2,14.3,1.4,0.5,17,24,1.1,1.0,232.0,0.1,0.2,0,0,0.0,0.07,0.0,0.8,9,64.0
"Lemon, segar",92.2,34,0.5,0.8,6.2,0.1,0.3,23,20,0.3,31.0,140.0,0.1,0.2,0,0,0.0,0.09,0.12,0.3,50,100.0
"Lontar, segar",93.0,27,0.4,0.2,6.0,1.6,0.4,91,243,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.0,0.0,0,79.0
"Mangga, segar",86.6,52,0.7,0.0,12.3,1.6,0.2,20,16,1.0,3.0,140.0,0.3,0.0,0,316,0.0,0.03,0.01,0.3,12,65.0
"Mangga benggala, segar",84.4,63,2.4,0.4,12.4,5.8,0.4,9,13,0.2,3.0,79.0,0.1,0.1,0,10,0.0,0.18,0.01,0.4,43,65.0
"Mangga gedung, segar",87.4,44,0.7,0.2,11.2,1.6,0.5,13,10,0.2,2.0,83.6,0.0,0.1,0,113,16400.0,0.08,0.01,0.3,30,65.0
"Mangga golek, segar",82.2,63,0.5,0.2,16.7,2.3,0.4,14,10,0.7,3.0,118.1,0.1,0.1,0,160,3715.0,0.08,0.02,0.4,65,65.0
"Mangga harumanis,
segar",86.6,46,0.4,0.2,11.9,1.7,0.8,15,9,0.2,2.0,88.9,0.0,0.1,0,120,1200.0,0.08,0.01,0.3,6,65.0
"Mangga indramayu,
segar",80.2,72,0.8,0.2,18.7,2.5,0.1,13,10,1.9,3.0,131.4,0.1,0.1,0,178,2900.0,0.06,0.02,0.5,16,65.0
"Mangga kopek, segar",84.5,56,0.4,0.2,14.6,2.0,0.3,16,10,1.7,2.0,102.9,0.0,0.1,0,139,6520.0,0.03,0.01,0.4,27,65.0
"Mangga kwini, segar",78.6,86,0.7,0.5,19.8,6.5,0.4,11,11,0.2,1.0,16.0,0.1,0.1,0,932,0.0,0.15,0.02,0.5,18,65.0
"Mangga manalagi,
segar",66.5,133,1.0,0.1,32.1,11.8,0.3,20,23,1.0,70.0,161.0,0.0,0.0,0,4,0.0,0.07,0.0,0.6,61,65.0
"Mangga muda, segar",83.7,59,0.5,0.4,15.1,0.0,0.3,12,11,0.4,2.0,108.2,0.1,0.1,0,146,85.0,0.06,0.02,0.4,2,73.0
"Manggis, segar",83.0,63,0.6,0.6,15.6,1.5,0.2,8,12,0.8,10.0,61.9,0.1,0.1,0,0,0.0,0.03,0.03,0.3,5,29.0
"Markisa, segar",64.7,144,3.5,1.2,29.8,11.4,0.8,27,203,1.4,37.0,453.8,0.1,0.1,0,969,691.0,0.02,0.17,2.0,10,48.0
"Matoa, segar",76.5,90,1.2,0.1,21.1,0.5,1.1,20,40,0.6,10.0,190.0,0.3,0.6,0,2,0.0,0.18,0.09,0.5,54,40.0
"Melon, segar",90.8,37,0.6,0.4,7.8,1.0,0.5,12,14,0.4,27.0,167.0,0.3,0.1,0,1,0.0,0.02,0.1,0.0,0,58.1
"Menteng, segar",79.0,65,1.7,0.3,16.1,0.0,2.9,13,20,0.8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,64.0
"Nanas palembang,
segar",85.5,58,0.7,0.2,13.3,1.6,0.3,29,15,0.6,7.0,117.0,0.0,0.1,0,17,0.0,0.26,0.03,0.2,11,53.0
"Nanas, segar",88.9,40,0.6,0.3,9.9,0.6,0.3,22,14,0.9,18.0,111.0,0.0,0.1,0,17,90.0,0.02,0.04,0.2,22,53.0
"Nangka masak pohon, segar",70.0,106,1.2,0.3,27.6,3.7,2.7,20,19,0.9,2.0,407.0,246.6,1.4,0,149,330.0,0.07,0.1,1.0,7,28.0
"Pala, daging, segar",88.1,42,0.3,0.2,10.9,0.5,0.5,32,24,1.5,0.0,0.0,0.0,0.0,0,0,29.0,0.0,0.0,0.0,22,30.0
"Pepaya, segar",86.7,46,0.5,12.0,12.2,1.6,0.6,23,12,1.7,4.0,221.0,0.0,0.3,0,1038,365.0,0.04,0.06,0.4,78,75.0
"Pisang ambon, segar",72.9,108,1.0,0.8,24.3,1.9,1.0,20,30,0.2,10.0,0.0,0.2,0.2,0,37,0.0,0.05,0.11,0.1,9,75.0
"Pisang angleng (pisang
ampyang), segar",80.3,68,1.3,0.2,17.2,0.8,1.0,10,26,0.6,23.0,215.7,0.0,0.0,0,9,76.0,0.08,0.05,2.5,6,75.0
"Pisang ayam, segar",71.2,120,1.1,0.2,26.8,4.1,0.7,20,61,0.4,6.0,392.0,0.1,0.3,0,24,0.0,0.1,0.02,1.0,26,75.0
"Pisang gapi, segar",66.3,131,1.6,0.1,31.1,11.7,1.0,58,40,0.3,6.0,392.0,0.1,0.3,0,13,0.0,0.18,0.02,0.3,13,75.0
"Pisang goroho, segar",69.4,119,1.5,0.2,27.9,4.6,1.0,2,30,0.2,36.0,359.0,0.1,0.3,0,11,0.0,0.15,0.02,1.1,10,75.0
"Pisang hijau, segar",68.9,121,1.0,0.1,28.9,0.4,1.1,9,37,0.9,31.0,529.4,0.3,0.6,0,48,1000.0,0.13,0.06,0.0,13,72.0
"Pisang kayu, segar",74.4,100,1.4,0.5,23.6,2.6,0.6,15,0,0.1,1.0,493.0,0.1,0.3,0,3,0.0,0.1,0.0,0.6,11,75.0
"Pisang kepok, segar",71.9,109,0.8,0.5,26.3,5.7,1.0,10,30,0.5,10.0,300.0,0.1,0.2,0,0,0.0,0.1,0.0,0.1,9,75.0
"Pisang ketip, segar",63.4,145,1.1,0.3,34.5,6.6,0.7,5,54,0.1,4.0,726.0,0.2,0.5,0,3,0.0,0.13,0.02,0.8,95,75.0
"Pisang kidang, segar",75.4,96,1.0,0.2,22.5,0.6,0.9,87,173,0.6,6.0,418.8,0.2,0.5,0,38,58.0,0.04,0.1,0.9,2,70.0
"Pisang lampung, segar",72.1,99,1.3,0.2,25.6,4.3,0.8,10,19,0.9,28.0,475.0,0.3,0.5,0,43,618.0,0.07,0.12,1.0,4,75.0
"Pisang mas bali
ampenan, segar",76.8,92,1.4,0.2,21.0,3.7,0.5,7,29,1.2,32.0,272.0,0.2,0.4,0,14,0.0,0.09,0.03,0.6,11,75.0
"Pisang mas bali
kopang, segar",64.2,127,1.4,0.2,31.8,3.7,2.4,10,0,0.1,43.0,616.0,0.1,0.4,0,21,0.0,0.21,0.05,0.9,17,75.0
"Pisang mas, segar",64.2,127,1.4,0.2,33.6,1.4,0.6,7,25,0.8,42.0,392.0,195.8,0.5,0,17,79.0,0.09,0.08,4.5,2,85.0
"Pisang raja sereh,
segar",69.3,108,1.3,0.3,28.2,0.7,1.0,16,38,0.1,31.0,522.6,0.3,0.6,0,48,480.0,0.02,0.08,1.1,2,86.0
"Pisang raja, segar",65.8,120,1.2,0.2,31.8,5.3,1.0,10,22,0.8,35.0,582.2,0.3,0.7,0,53,950.0,0.06,0.14,1.2,10,70.0
"Pisang rotan, segar",76.1,98,1.3,1.2,20.5,1.0,0.9,17,51,1.1,24.0,406.9,0.2,0.5,0,37,697.0,0.01,0.1,0.9,2,56.0
"Pisang talas, segar",71.0,113,1.2,0.2,26.7,4.4,0.9,22,22,0.6,29.0,48.0,0.3,0.1,0,159,0.0,0.12,0.03,1.0,9,75.0
Pisang tujuh bulan,75.9,94,0.6,0.2,22.5,3.7,0.8,50,20,0.2,0.0,4.0,0.1,0.4,0,72,0.0,0.03,0.03,0.3,6,75.0
"Pisang ua, segar",67.8,128,0.8,0.5,30.2,8.1,0.7,12,28,0.7,33.0,382.0,0.2,0.3,0,5,0.0,0.09,0.01,1.2,4,75.0
"Pisang uli, segar",61.8,134,1.1,0.5,35.5,1.4,1.1,31,53,0.9,39.0,650.3,0.3,0.7,0,59,113.0,0.11,0.16,1.4,3,77.0
"Purut, segar",81.1,76,4.1,1.1,15.2,1.7,1.4,30,76,0.6,10.0,285.2,0.0,0.0,0,27,93.0,0.01,0.11,0.0,0,34.0
"Rambutan binjai, segar",81.0,76,0.5,0.2,18.0,3.8,0.3,15,22,1.2,22.0,120.0,0.2,0.2,0,0,0.0,0.19,0.01,0.4,13,40.0
"Rambutan, segar",80.5,69,0.9,0.1,18.1,0.8,0.4,16,16,0.5,16.0,104.2,0.2,0.1,0,0,0.0,0.0,0.07,0.5,58,40.0
"Salak bali, segar",85.1,57,0.5,0.1,13.6,1.3,0.7,94,25,2.1,0.0,0.0,0.1,0.2,0,3,37.0,0.0,0.0,0.0,0,93.0
"Salak medan, segar",78.1,55,0.4,0.2,12.8,3.2,8.5,6,46,0.5,39.0,113.0,0.2,0.3,0,4,0.0,0.04,0.03,0.0,58,93.0
"Salak pondoh, segar",77.9,87,0.8,0.4,20.1,0.0,0.8,38,31,3.9,0.0,0.0,0.1,0.2,0,0,40.0,0.0,0.12,0.1,8,59.0
"Salak, segar",78.0,77,0.4,0.0,20.9,0.0,0.7,28,18,4.2,0.0,0.0,0.1,0.2,0,4,0.0,0.04,0.0,0.0,2,93.0
"Sawo duren, segar",87.3,64,1.0,3.1,8.0,0.8,0.6,18,45,0.8,13.0,111.4,0.0,0.1,0,0,0.0,0.01,0.02,0.1,1,64.0
"Sawo kecik, segar",73.8,111,0.9,2.3,21.6,1.0,1.4,20,185,0.7,28.0,117.8,0.0,0.1,0,119,12.0,0.0,0.04,1.5,19,83.0
"Sawo Manila, segar",75.5,92,0.5,1.1,22.4,9.5,0.5,25,12,1.0,26.0,110.2,0.0,0.1,0,111,60.0,0.01,0.04,1.4,21,79.0
"Semangka, segar",92.1,28,0.5,0.2,6.9,0.4,0.3,7,12,0.2,7.0,93.8,0.0,0.1,0,315,590.0,0.05,0.05,0.3,6,46.0
"Sirsak, segar",81.7,65,1.0,0.3,16.3,3.2,0.7,14,27,0.6,2.0,298.9,0.1,1.0,0,8,10.0,0.07,0.08,0.7,20,68.0
"Sowa, segar",87.7,48,1.6,0.6,9.1,45.0,10.0,50,40,0.3,9.0,0.0,0.1,1.5,0,364,0.0,0.15,0.23,0.2,4,0.0
"Srikaya, segar",83.4,63,1.1,0.5,13.9,2.1,1.1,127,30,2.7,0.0,0.0,0.0,0.0,0,0,31.0,0.08,0.0,0.0,28,48.0
"Sukun muda, segar",69.4,119,1.4,0.2,28.1,1.4,1.0,24,44,1.4,24.0,414.4,0.1,0.1,0,28,4896.0,0.17,0.17,3.7,52,84.0
"Sukun tua, segar",67.8,126,1.6,0.2,24.5,1.5,1.0,37,47,1.6,25.0,436.0,0.1,0.1,0,30,2000.0,0.18,0.17,3.9,58,88.0
"Vigus, segar",88.0,44,2.4,0.1,8.3,0.0,1.2,30,20,0.3,2.0,180.0,0.1,0.2,0,0,0.0,0.26,0.01,0.0,43,0.0
"Wani, segar",81.2,74,0.8,0.3,17.1,3.1,0.6,66,29,1.2,0.0,0.0,0.0,0.0,0,0,32.0,0.08,0.0,0.0,80,77.0
Barongko,66.7,159,3.1,5.8,23.5,0.0,0.7,35,65,1.2,46.0,78.0,0.3,0.6,0,0,0.0,0.0,0.0,0.0,0,100.0
Dodol nanas,16.1,338,1.5,1.2,80.3,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.3,0.0,0.0,8,100.0
Getuk pisang,63.7,144,1.1,0.4,34.1,0.4,0.7,48,32,1.0,0.0,0.0,0.0,0.0,0,0,1240.0,0.55,0.0,0.0,0,100.0
Keripik lampung,5.0,485,1.7,22.0,69.7,0.6,1.5,43,65,0.8,0.0,0.0,0.0,0.0,0,0,1464.0,0.34,0.0,0.0,0,100.0
Ledre pisang,3.6,405,4.8,5.1,84.9,0.4,1.6,59,124,2.6,0.0,0.0,0.0,0.0,0,4,7330.0,0.41,0.0,0.0,0,100.0
Lempog durian,25.2,320,3.5,5.7,63.7,4.9,1.9,190,93,2.5,0.0,0.0,0.0,0.0,0,0,0.0,0.05,0.04,0.0,0,100.0
Loka anjoro,63.3,163,1.1,4.3,30.0,0.0,1.3,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Rica-rica taipa,86.7,49,1.6,0.3,10.0,0.0,1.4,11,48,3.0,426.0,42.0,0.5,0.5,0,13,0.0,0.18,0.0,0.0,15,100.0
Rujak aceh,78.7,82,0.4,0.3,19.7,2.4,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.22,0.03,0.0,42,100.0
Sale kesemek,25.0,296,1.1,0.6,71.4,0.0,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3,100.0
Sale pisang siam,28.9,281,2.4,0.7,66.1,1.0,2.0,41,64,1.2,0.0,0.0,0.0,0.0,0,0,272.0,0.1,0.0,0.0,0,100.0
"Sale pisang, cilacap",27.1,295,2.3,2.1,66.9,1.3,1.7,47,97,2.8,0.0,0.0,0.0,0.0,0,0,296.0,0.14,0.0,0.0,0,100.0
Sanggara belanda,47.1,242,6.4,7.1,38.2,0.0,1.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Tepung Pisang,13.8,338,2.9,0.4,80.6,5.3,2.1,23,62,4.0,18.0,734.0,0.1,0.5,0,13,1.0,0.02,0.02,1.0,2,100.0
Tepung Sukun,10.1,353,2.9,0.5,84.4,3.7,2.1,100,85,4.6,9.0,2008.0,0.1,0.6,0,0,0.0,0.4,0.02,0.1,3,100.0
"Anak sapi, daging,
gemuk, segar",62.0,184,18.8,14.0,0.0,0.0,5.2,10,200,2.2,118.0,490.1,0.17,3.3,12,37,0.0,0.13,0.17,7.0,0,100.0
"Anak sapi, daging,
kurus, segar",69.0,174,19.6,10.0,0.0,0.0,1.4,11,201,2.9,96.0,399.8,0.14,2.7,6,30,0.0,0.08,0.14,5.7,0,100.0
"Anak sapi, daging,
sedang, segar",68.0,190,19.1,12.0,0.0,0.0,0.9,11,193,2.9,99.0,412.7,0.14,2.8,12,83,0.0,0.14,0.15,5.9,0,100.0
"Angsa, daging, segar",51.1,349,16.4,31.5,0.0,0.0,1.0,15,188,1.8,71.0,299.2,0.26,1.7,273,0,0.0,0.1,0.24,7.11,0,60.0
